Country,Latitude,Longitude
USA,36.0333,-120.9000
USA,26.5361,-81.7550
USA,38.2167,-89.2167
USA,40.5000,-121.8500
USA,38.5067,-122.4714
USA,33.2333,-116.5333
USA,37.6942,-77.9230
USA,38.4086,-122.8211
USA,34.1981,-119.1753
USA,37.0533,-121.0578
USA,38.2578,-122.6078
USA,36.9906,-121.9911
USA,37.7667,-122.4667
USA,39.8053,-120.4719
USA,38.4931,-122.5383
USA,33.9378,-117.8850
USA,35.9717,-116.2708
USA,40.9869,-121.9772
USA,36.5092,-121.0869
USA,38.4667,-121.0833
USA,41.9500,-124.2000
USA,34.2067,-119.1375
USA,34.0528,-117.1894
USA,33.0217,-117.0814
USA,38.5500,-122.3833
USA,40.3833,-82.4667
USA,27.4981,-80.3767
USA,37.7281,-122.5053
USA,38.9333,-122.8667
USA,35.3056,-120.6619
USA,41.9058,-88.2556
USA,39.8000,-120.4833
USA,34.0667,-116.8167
USA,38.1333,-120.3667
USA,34.7000,-119.3167
USA,40.5000,-120.2667
USA,31.5519,-90.1058
USA,34.1125,-117.9694
USA,39.5678,-120.6228
USA,36.5833,-121.1833
USA,33.8833,-116.6833
USA,35.3692,-117.6525
USA,35.3667,-117.6333
USA,35.8333,-118.6167
USA,37.1683,-118.5706
USA,39.7167,-122.0000
USA,34.1667,-118.0500
USA,39.7000,-121.3667
USA,34.1000,-118.1000
USA,37.0667,-121.1833
USA,33.8342,-118.3758
USA,35.6467,-118.3608
USA,37.2094,-119.9086
USA,39.0833,-84.3833
USA,34.5500,-119.8667
USA,35.8000,-118.6333
USA,38.6956,-120.8244
USA,34.1344,-117.2539
USA,33.8725,-116.6797
USA,37.8333,-122.1000
USA,35.3667,-120.6333
USA,37.9878,-89.1931
USA,24.7258,-81.0517
USA,40.6667,-120.2500
USA,34.2000,-117.6667
USA,34.2667,-118.3000
USA,34.6333,-119.4333
USA,37.3667,-119.9000
USA,34.0419,-117.8106
USA,36.8333,-80.9500
USA,36.4375,-121.7092
USA,36.6594,-121.6664
USA,36.9167,-121.2167
USA,34.1553,-117.9078
USA,39.3167,-120.3667
USA,34.1661,-118.4736
USA,37.5333,-122.3000
USA,37.4767,-122.2386
USA,39.2000,-84.7500
USA,34.2500,-118.2833
USA,31.5519,-90.1058
USA,39.5833,-120.3706
USA,26.1522,-81.7753
USA,34.7500,-118.7167
USA,37.3500,-119.8667
USA,41.1000,-88.4167
USA,39.2667,-123.2000
USA,35.3372,-120.5039
USA,38.7853,-120.7419
USA,34.2053,-117.8608
USA,41.2333,-121.2167
USA,35.3742,-120.6375
USA,29.3500,-99.1667
USA,33.7967,-118.1683
USA,39.3167,-120.3833
USA,41.8667,-120.9500
USA,32.7167,-117.1667
USA,34.6806,-120.5364
USA,35.0233,-118.7497
USA,36.6311,-121.6714
USA,34.1061,-118.1000
USA,40.9333,-82.2833
USA,33.7425,-117.6600
USA,39.4167,-121.4667
USA,37.6819,-121.3467
USA,34.2667,-118.6667
USA,39.3256,-120.3672
USA,41.1072,-88.4111
USA,38.6944,-121.1611
USA,26.2281,-97.6542
USA,32.7672,-117.2258
USA,36.8667,-76.9167
USA,37.5006,-120.8550
USA,38.7333,-120.7333
USA,40.0261,-123.7931
USA,41.5833,-121.9167
USA,39.9042,-121.5281
USA,34.9500,-120.4333
USA,37.3117,-122.3617
USA,39.1906,-122.8964
USA,40.2500,-124.1833
USA,34.8333,-120.1667
USA,36.1500,-118.7667
USA,33.7000,-88.9500
USA,40.7667,-122.3000
USA,37.7967,-121.5828
USA,34.1053,-117.8019
USA,33.0956,-116.9975
USA,36.4333,-121.3167
USA,34.1833,-116.9500
USA,41.3833,-123.4833
USA,34.7667,-119.7667
USA,40.4167,-120.6500
USA,41.0000,-122.6833
USA,37.9192,-122.3772
USA,40.8667,-120.4333
USA,41.0833,-88.4667
USA,37.9333,-121.3333
USA,33.7833,-116.9667
USA,35.0167,-120.2000
USA,38.6833,-123.1333
USA,36.1667,-118.7000
USA,29.6167,-95.1667
USA,39.2333,-121.2667
USA,33.7025,-117.7539
USA,40.8000,-122.7667
USA,34.5350,-117.3058
USA,33.9167,-117.9000
USA,34.2833,-118.9667
USA,33.7167,-118.2667
USA,40.7264,-122.7947
USA,37.3133,-122.1850
USA,37.7719,-122.1675
USA,34.4883,-118.1419
USA,34.2833,-119.0500
USA,40.9167,-120.2667
USA,35.4867,-119.1458
USA,27.5333,-99.4667
USA,34.0167,-118.4833
USA,34.1281,-116.0369
USA,37.9167,-122.3333
USA,36.1422,-118.8114
USA,32.1167,-89.2333
USA,37.9500,-121.2667
USA,41.3833,-84.1167
USA,37.9983,-122.5372
USA,38.8039,-122.8128
USA,41.5514,-88.9147
USA,35.7636,-117.3908
USA,38.2994,-122.4622
USA,40.4167,-120.6631
USA,33.7869,-116.9583
USA,36.0667,-120.6500
USA,40.7142,-122.4161
USA,37.1833,-81.7833
USA,39.8056,-120.1858
USA,34.0075,-118.4997
USA,36.6333,-121.0333
USA,34.1819,-118.8986
USA,34.1206,-115.8500
USA,36.1933,-118.6567
USA,34.3000,-118.1167
USA,39.3181,-120.1450
USA,29.3833,-98.5833
USA,36.3278,-119.2994
USA,37.8992,-121.2514
USA,33.9500,-117.9000
USA,33.7442,-117.8667
USA,37.9672,-120.3872
USA,40.0333,-124.0667
USA,38.1500,-121.7000
USA,34.2167,-118.8667
USA,38.3956,-121.9608
USA,34.0017,-117.8658
USA,38.5667,-90.1833
USA,37.0908,-119.7231
USA,38.7086,-120.0403
USA,34.3119,-119.1331
USA,40.8833,-122.1000
USA,38.7161,-122.9975
USA,33.2500,-117.2500
USA,39.3331,-120.1730
USA,36.4667,-118.8833
USA,38.1400,-122.2342
USA,33.4517,-90.5097
USA,40.4000,-120.6667
USA,37.9994,-121.3178
USA,37.5122,-119.6331
USA,38.3775,-120.5453
USA,34.2667,-118.2833
USA,34.9881,-120.3211
USA,33.2294,-117.2269
USA,36.4650,-118.8619
USA,33.2833,-116.6333
USA,39.1500,-122.1500
USA,41.3997,-84.1119
USA,39.1467,-123.2103
USA,35.8833,-120.7000
USA,40.8000,-122.1500
USA,40.7081,-89.4808
USA,34.1017,-117.1061
USA,39.4194,-123.3425
USA,39.1267,-123.2719
USA,29.8833,-97.8667
USA,37.3497,-121.9033
USA,34.3617,-117.6386
USA,34.3833,-118.0833
USA,35.5892,-119.3519
USA,39.3500,-123.3167
USA,39.1167,-123.2500
USA,37.8500,-121.3833
USA,33.2000,-117.2500
USA,36.3167,-120.5833
USA,39.1500,-123.2833
USA,38.3833,-120.5667
USA,38.3772,-120.8008
USA,33.3000,-117.0333
USA,37.2344,-82.3436
USA,38.4461,-120.4992
USA,33.8900,-117.8189
USA,39.2500,-122.6667
USA,34.3833,-118.0833
USA,40.2289,-105.5183
USA,34.9667,-119.8667
USA,38.9053,-123.2314
USA,29.5439,-98.2736
USA,30.4000,-88.5000
USA,38.4381,-122.6978
USA,33.9333,-117.8667
USA,34.1333,-118.3167
USA,38.9833,-120.7833
USA,33.2333,-117.0167
USA,39.3753,-122.5461
USA,35.1500,-119.0167
USA,39.2000,-120.2333
USA,39.5008,-108.3794
USA,40.3000,-121.0000
USA,36.8833,-121.8000
USA,37.7500,-119.5897
USA,34.1333,-117.0667
USA,41.8333,-120.7500
USA,34.0697,-118.4428
USA,40.9500,-122.4500
USA,34.0842,-118.5989
USA,34.3833,-117.6833
USA,40.9467,-123.6364
USA,39.5861,-122.5342
USA,34.4500,-117.8667
USA,40.9333,-89.6333
USA,37.8667,-107.8833
USA,38.3950,-122.3567
USA,36.9308,-121.7692
USA,41.9600,-121.4744
USA,34.6078,-120.0692
USA,28.8614,-96.9303
USA,38.6000,-119.4833
USA,41.3939,-84.1144
USA,41.7036,-122.6408
USA,34.1333,-117.6833
USA,40.4583,-121.8664
USA,37.8333,-106.9500
USA,40.3000,-121.0500
USA,34.4500,-117.8500
USA,34.2333,-117.2500
USA,34.2167,-118.0167
USA,37.5333,-119.6667
USA,35.1503,-119.4300
USA,36.6003,-78.3011
USA,39.5631,-121.1078
USA,35.4000,-115.8167
USA,41.9167,-121.5667
USA,39.5231,-122.3058
USA,34.8894,-89.6042
USA,34.1833,-118.4500
USA,38.6667,-119.5500
USA,34.1333,-117.6500
USA,38.6086,-123.0181
USA,37.5400,-119.6522
USA,38.2000,-120.9667
USA,29.9933,-90.2511
USA,38.8833,-103.6500
USA,34.5333,-119.9833
USA,39.0167,-121.4333
USA,39.1833,-123.0333
USA,37.8769,-119.3436
USA,40.7367,-122.9383
USA,34.4167,-119.6844
USA,34.2183,-116.4072
USA,33.6583,-117.5894
USA,34.2825,-119.2919
USA,35.0000,-120.3833
USA,37.7167,-107.0833
USA,39.1833,-106.8333
USA,39.1678,-120.1428
USA,37.5000,-88.5833
USA,37.9500,-122.0833
USA,34.2333,-117.2333
USA,39.5333,-122.2000
USA,41.4333,-122.3833
USA,37.8333,-120.1000
USA,39.0278,-121.3908
USA,34.5500,-89.1167
USA,39.8833,-123.9167
USA,39.5214,-120.0269
USA,34.1294,-116.3878
USA,39.1853,-106.8381
USA,42.3161,-90.2269
USA,38.9667,-105.9500
USA,37.7833,-121.4333
USA,37.8833,-122.0333
USA,41.4333,-122.3833
USA,38.6786,-88.4797
USA,39.0600,-120.1292
USA,29.9506,-94.0206
USA,41.5167,-83.8833
USA,39.4500,-103.9333
USA,34.4833,-119.3000
USA,35.6667,-118.3000
USA,37.6000,-108.8833
USA,40.4731,-88.3653
USA,40.3667,-120.4000
USA,33.7156,-117.1900
USA,37.9000,-122.0167
USA,38.9933,-105.8919
USA,37.4011,-104.6547
USA,39.8778,-123.7275
USA,33.7167,-117.0833
USA,36.6833,-83.1000
USA,42.3667,-87.9000
USA,39.6333,-106.5167
USA,34.6000,-119.3333
USA,37.3169,-104.9503
USA,37.4500,-88.3000
USA,40.2667,-120.0667
USA,39.0372,-102.1675
USA,38.6000,-119.9333
USA,39.1397,-88.1906
USA,38.7103,-88.5758
USA,38.8097,-90.0028
USA,37.9000,-121.9833
USA,40.8822,-91.0233
USA,40.6333,-122.5500
USA,39.0167,-104.6000
USA,40.1550,-103.1417
USA,29.6381,-95.2819
MEX,25.9156,-97.4186
USA,42.1333,-89.1167
USA,31.5889,-91.3408
USA,38.8528,-102.1764
USA,37.4667,-105.8833
USA,39.4047,-105.4767
USA,42.3656,-87.9533
USA,39.9333,-121.5333
USA,40.6117,-122.5281
USA,38.5253,-121.9778
USA,35.1333,-118.4500
USA,39.3667,-88.2500
USA,38.2333,-121.5167
USA,27.5333,-99.4667
USA,37.4417,-105.8614
USA,36.6667,-83.1000
USA,42.0033,-88.0069
USA,38.6842,-102.1614
USA,37.4333,-88.6667
USA,37.1442,-88.7114
USA,37.5000,-118.1833
USA,40.1881,-105.5019
USA,36.2272,-119.9967
USA,39.1064,-88.5311
USA,40.4167,-82.1000
USA,35.7167,-118.4500
USA,40.9025,-90.2897
USA,35.1011,-118.4222
USA,34.4739,-89.0022
USA,29.5442,-98.4839
USA,37.8000,-88.8500
USA,37.0167,-107.4167
USA,40.3500,-88.7667
USA,37.5833,-118.2333
USA,38.7583,-89.6556
USA,41.6000,-88.5500
USA,41.0186,-89.4153
USA,40.7364,-89.0947
USA,37.0236,-107.4372
USA,35.1308,-118.4325
USA,40.0364,-88.9542
USA,39.8014,-88.5928
USA,41.8833,-88.0333
USA,39.1181,-88.6244
USA,39.1025,-90.3431
USA,40.3969,-90.1539
USA,37.6833,-80.1000
USA,41.8267,-88.0581
USA,38.5667,-121.0833
USA,39.0167,-121.0833
USA,42.1319,-89.5742
USA,32.9369,-89.7594
USA,40.9125,-89.0339
USA,38.9167,-103.0833
USA,28.7833,-97.0833
USA,39.5014,-82.2439
USA,41.8000,-87.8667
USA,42.0581,-88.4586
USA,33.9758,-118.0222
USA,41.3286,-88.7533
USA,37.0897,-89.1631
USA,41.8742,-88.4728
USA,38.9500,-90.3500
USA,40.7072,-90.2800
USA,36.9667,-78.1167
USA,40.6408,-88.7808
USA,37.3789,-88.4894
USA,38.7833,-119.8000
USA,39.2833,-103.2667
USA,41.5033,-88.1028
USA,41.4703,-90.5114
USA,42.2500,-87.8000
USA,36.2656,-117.1853
USA,39.1500,-90.6167
USA,32.3378,-89.0817
USA,42.3000,-89.6167
USA,41.7953,-87.8708
USA,40.2333,-108.9667
USA,38.7725,-88.5011
USA,41.5167,-88.1667
USA,37.8167,-88.4500
USA,39.3908,-87.6967
USA,40.0500,-82.4000
USA,40.6414,-88.7833
USA,40.1064,-91.0222
USA,38.4106,-87.7578
USA,29.2733,-94.8592
USA,41.1819,-87.5731
USA,38.6828,-121.7942
USA,41.5500,-88.4333
USA,37.8706,-79.5689
USA,37.7408,-88.5244
USA,40.5839,-90.9686
USA,39.1611,-89.4919
USA,38.7667,-88.5000
USA,40.7122,-89.2611
USA,42.0628,-88.2861
USA,41.0833,-87.9167
USA,39.3367,-87.8797
USA,38.9681,-90.4289
USA,39.8333,-91.2333
USA,38.7003,-88.0817
USA,34.1819,-118.5744
USA,27.7839,-97.5108
USA,33.0333,-90.8500
USA,42.2972,-89.6039
USA,38.4500,-87.7833
USA,40.0875,-82.4128
USA,38.3219,-89.8756
USA,41.3933,-87.7650
USA,39.7578,-89.6044
USA,37.0142,-78.4697
USA,37.7500,-88.5333
USA,39.7122,-88.6300
USA,28.3667,-97.6667
USA,42.0333,-87.6833
USA,37.4286,-122.2561
USA,40.3750,-87.9525
USA,37.2036,-89.0422
USA,42.0058,-89.3269
USA,39.1908,-87.8950
USA,42.3097,-87.9908
USA,40.0597,-87.9756
USA,41.1333,-87.9333
USA,42.0981,-89.9842
USA,38.2736,-89.9164
USA,38.4333,-87.8833
USA,40.9442,-90.6381
USA,42.4147,-88.6308
USA,42.4308,-88.0594
USA,37.7233,-76.3900
USA,40.9000,-81.4500
USA,32.2061,-90.5133
USA,41.2500,-89.0167
USA,40.7000,-89.6000
USA,37.6592,-89.5103
USA,27.6833,-97.2833
USA,40.7511,-88.4983
USA,37.1333,-121.9500
USA,42.0167,-89.3333
USA,38.4833,-89.8000
USA,40.1000,-91.5000
USA,41.1925,-91.0578
USA,39.0719,-89.7008
USA,41.8978,-90.1544
USA,40.9361,-90.7197
USA,41.1381,-87.8856
USA,36.7003,-78.0997
USA,42.0919,-89.8422
USA,40.3000,-90.0500
USA,40.4664,-87.6850
USA,40.4500,-84.3667
USA,29.5664,-90.6603
USA,40.5514,-89.3339
USA,39.6167,-90.7500
USA,40.7039,-89.5664
USA,30.4106,-88.7883
USA,38.3833,-88.2500
USA,41.6500,-88.3500
USA,38.2758,-87.9989
USA,40.1642,-89.6511
USA,40.1514,-89.3381
USA,41.1667,-91.0000
USA,42.0792,-87.9472
USA,37.8500,-88.6333
USA,40.0333,-88.5667
USA,27.5000,-97.8167
USA,40.3031,-90.0656
USA,39.6222,-90.8058
USA,41.5422,-87.5417
USA,40.4786,-90.6697
USA,37.9842,-89.9492
USA,40.6914,-89.6667
USA,32.7639,-89.6986
USA,37.2392,-80.1994
USA,40.6667,-88.9333
USA,41.3283,-88.9106
USA,38.3806,-88.3264
USA,39.9322,-84.0333
USA,39.3425,-90.2058
USA,42.3994,-90.3861
USA,40.1500,-89.3500
USA,39.4725,-88.3544
USA,40.0075,-89.2833
USA,37.5833,-88.7667
USA,40.0383,-88.5853
USA,29.9167,-90.1303
USA,41.2542,-89.3378
USA,41.3333,-89.1333
USA,38.3506,-77.7531
USA,41.6386,-88.1881
USA,32.4758,-88.8111
USA,40.1858,-88.3981
USA,40.6167,-89.6500
USA,40.6333,-90.1667
USA,42.3092,-88.2533
USA,39.0028,-87.6225
USA,41.0994,-90.9394
USA,29.3500,-98.4500
USA,39.2283,-88.1261
USA,42.0578,-89.0297
USA,40.9464,-90.3856
USA,39.9842,-90.7525
USA,39.7914,-88.0364
USA,41.3542,-88.4286
USA,41.2647,-89.3381
USA,40.2667,-81.6000
USA,37.6500,-77.8333
USA,41.3144,-89.0908
USA,40.2833,-91.4833
USA,27.7411,-98.0247
USA,41.6519,-88.5292
USA,34.0000,-88.7500
USA,40.7394,-89.4878
USA,37.6333,-89.2333
USA,40.2539,-88.7075
USA,39.3686,-89.0867
USA,42.3167,-88.2500
USA,38.3483,-88.8533
USA,41.8128,-88.0728
USA,39.9667,-89.8500
USA,38.8664,-89.4050
USA,36.7711,-77.7928
USA,41.3708,-88.4336
USA,41.1069,-89.3561
USA,41.1739,-90.0350
USA,41.2428,-89.8997
USA,39.4500,-90.8667
USA,40.9667,-89.6333
USA,40.7492,-89.6203
USA,28.7247,-96.2536
USA,34.9536,-89.8297
USA,39.1167,-89.2667
USA,39.1167,-87.6667
USA,39.5878,-89.0158
USA,39.6333,-87.7000
USA,41.3639,-87.9989
USA,38.0844,-88.5425
USA,41.7092,-87.8761
USA,40.7500,-88.8833
USA,38.9917,-88.1828
USA,41.8039,-89.9744
USA,41.2500,-89.9167
USA,36.9028,-82.0383
USA,37.5833,-88.5000
USA,37.9117,-89.0092
USA,41.3500,-88.4333
USA,40.2833,-81.6000
USA,39.5514,-88.8069
USA,32.7250,-90.9400
USA,42.2553,-88.0769
USA,38.7167,-87.7547
USA,29.3000,-94.8000
USA,41.3269,-87.7858
USA,39.1139,-87.6564
USA,39.6833,-89.8500
USA,39.6186,-87.6672
USA,41.4589,-87.9106
USA,39.1564,-90.1392
USA,39.7378,-90.7086
USA,38.9136,-88.1183
USA,39.4158,-89.4614
USA,40.7833,-89.7167
USA,42.0347,-89.6119
USA,37.8000,-89.0167
USA,36.9000,-82.0833
USA,41.4511,-90.1486
USA,40.3175,-88.3503
USA,41.4256,-91.0094
USA,39.6314,-89.8744
USA,37.7608,-89.3656
USA,31.4833,-89.0333
USA,39.8058,-90.8236
USA,38.7167,-87.7333
USA,41.4947,-87.6803
USA,40.1500,-91.3000
USA,40.6033,-89.5906
USA,41.5294,-89.1267
USA,40.2667,-81.6167
USA,40.5492,-88.9500
USA,39.5894,-89.4556
USA,39.3833,-89.4000
USA,40.8778,-88.6364
USA,29.7667,-95.3667
USA,41.9117,-89.0708
USA,41.5667,-88.0833
USA,41.3333,-89.1333
USA,38.3431,-89.3586
USA,37.5333,-78.5500
USA,42.0744,-88.7075
USA,37.9739,-88.2414
USA,32.0339,-88.7100
USA,38.7642,-89.0564
USA,42.1683,-89.8417
USA,38.6003,-89.8178
USA,42.2636,-88.6078
USA,37.1333,-88.7167
USA,39.9058,-91.4281
USA,39.7833,-91.1833
USA,41.2333,-89.6667
USA,42.1500,-87.8333
USA,42.3222,-88.8450
USA,41.7981,-89.6414
USA,41.3503,-89.1072
USA,38.8333,-77.9833
USA,31.6817,-89.3364
USA,40.5011,-90.3914
USA,39.3197,-88.4617
USA,38.1500,-88.9000
USA,37.6978,-88.1336
USA,37.2253,-88.6256
USA,41.6653,-88.9781
USA,40.6006,-89.4653
USA,27.7000,-97.4333
USA,41.8422,-87.9731
USA,41.5667,-88.0833
USA,39.7667,-89.6000
USA,38.7706,-88.8556
USA,40.5914,-90.4642
USA,40.7578,-89.4764
USA,40.2719,-81.6075
USA,39.9633,-89.8678
USA,42.2833,-89.0833
USA,39.1167,-77.5667
USA,39.9325,-91.4147
USA,31.7486,-89.7286
USA,37.7747,-88.8981
USA,39.4078,-88.7739
USA,39.3536,-88.5000
USA,28.4567,-99.2183
USA,38.4931,-88.9703
USA,40.4547,-88.1417
USA,39.5608,-88.6067
USA,40.6828,-87.7575
USA,40.8667,-90.8000
USA,38.0886,-90.1619
USA,39.6581,-88.0278
USA,38.9581,-89.0953
USA,42.4678,-88.2372
USA,41.0667,-89.0667
USA,40.0308,-89.8506
USA,42.3000,-88.9833
USA,39.5667,-83.2500
USA,41.3906,-85.4222
USA,32.2286,-88.8206
USA,39.7347,-90.1978
USA,41.5325,-88.5536
USA,39.8208,-91.2436
USA,37.7767,-79.4386
USA,39.8889,-89.5997
USA,39.1483,-89.1022
USA,40.8833,-90.7500
USA,41.3500,-89.4667
USA,38.7167,-87.8667
USA,41.0389,-89.2289
USA,40.1100,-87.9567
USA,41.5167,-90.5667
USA,37.9000,-88.8000
USA,40.0064,-88.1533
USA,26.1658,-97.3458
USA,39.0878,-77.6928
USA,38.8397,-86.5217
USA,39.7133,-90.2286
USA,39.4667,-90.6333
USA,41.4000,-85.3333
USA,41.0228,-87.7175
USA,39.4239,-85.0128
USA,32.4031,-89.1531
USA,39.8333,-83.4667
USA,42.4436,-89.1975
USA,38.7397,-85.4214
USA,41.3661,-89.4519
USA,41.9833,-88.6833
USA,41.5181,-90.5647
USA,39.5061,-89.7689
USA,37.9089,-88.9317
USA,29.8167,-90.0167
USA,37.1742,-89.3506
USA,38.0981,-89.3819
USA,38.0422,-78.0061
USA,40.6683,-84.9300
USA,40.5550,-89.6311
USA,41.9000,-88.3167
USA,40.0028,-86.8011
USA,40.1967,-85.6703
USA,40.4586,-87.9000
USA,39.8172,-86.3925
USA,34.6667,-88.2667
USA,39.9811,-87.8767
USA,39.6564,-87.3953
USA,39.5333,-91.0167
USA,40.3667,-90.4333
USA,39.7333,-82.2156
USA,39.9494,-90.2083
USA,40.9275,-89.7564
USA,41.8128,-88.0728
USA,40.7569,-88.1828
USA,26.1839,-98.2539
USA,38.8000,-87.2333
USA,40.4928,-90.0469
USA,38.7667,-87.3167
USA,39.5736,-85.1583
USA,39.2425,-87.3906
USA,36.7500,-81.6833
USA,40.0500,-86.9167
USA,33.6500,-88.8500
USA,40.4875,-86.4089
USA,39.5333,-89.3069
USA,42.0833,-87.7667
USA,41.6042,-88.0850
USA,41.5519,-89.5989
USA,39.6592,-87.4392
USA,39.4411,-90.3789
USA,39.4667,-81.1167
USA,38.1853,-89.9283
USA,41.6753,-89.9375
USA,40.0833,-85.6167
USA,30.3961,-88.4781
USA,38.9756,-85.1028
USA,41.2667,-89.4667
USA,38.6661,-78.3728
USA,39.1742,-86.5214
USA,40.0489,-86.8997
USA,41.4083,-84.8536
USA,42.4050,-88.9794
USA,39.0333,-88.8500
USA,42.0167,-87.7167
USA,38.2133,-89.0850
USA,39.4689,-86.0408
USA,39.5386,-86.8522
USA,38.6000,-88.3167
USA,38.2833,-85.9000
USA,40.4878,-81.4317
USA,41.1164,-88.2161
USA,40.1117,-85.7164
USA,41.0908,-89.8614
USA,30.3500,-88.5667
USA,29.9800,-95.3600
USA,40.2539,-85.1483
USA,39.1333,-86.6167
USA,39.0356,-85.5306
USA,41.4167,-87.3667
USA,40.3500,-91.4333
USA,37.1644,-88.4311
USA,37.4244,-79.1589
USA,39.6350,-90.4528
USA,37.4747,-88.4122
USA,40.9167,-87.1500
USA,39.9500,-91.4000
USA,39.4889,-86.0731
USA,40.1050,-85.6717
USA,38.4833,-88.3333
USA,29.3600,-99.1742
USA,40.4833,-81.3833
USA,39.0597,-87.6625
USA,41.7000,-85.9333
USA,41.0408,-90.0703
USA,40.6994,-89.4478
USA,40.7833,-85.1667
USA,38.2500,-86.7833
USA,39.0500,-85.5500
USA,39.4458,-88.5961
USA,41.4353,-87.3589
USA,38.0406,-88.9883
USA,39.3475,-85.4892
USA,41.1500,-85.4833
USA,37.3817,-79.2331
USA,41.6397,-84.9897
USA,32.0308,-89.0356
USA,39.7947,-88.2908
USA,39.5167,-86.0667
USA,40.5000,-81.4500
USA,40.1347,-90.4792
USA,41.6833,-85.9667
USA,40.4917,-89.5981
USA,41.1831,-90.3167
USA,38.3664,-90.1619
USA,40.7500,-85.1833
USA,29.5622,-91.5256
USA,39.8667,-85.1833
USA,39.9844,-86.0203
USA,41.1667,-86.4667
USA,39.3500,-85.5000
USA,41.1453,-85.4897
USA,40.3992,-89.2164
USA,41.3333,-90.7167
USA,39.4000,-87.1000
USA,37.4167,-79.1500
USA,41.0333,-89.4333
USA,29.3389,-98.4719
USA,39.8000,-88.2794
USA,38.9667,-84.2833
USA,41.6778,-86.0022
USA,30.2500,-89.6167
USA,41.7650,-88.7561
USA,42.3628,-88.5314
USA,41.3667,-86.5667
USA,37.8333,-87.6667
USA,29.7036,-98.0281
USA,39.1661,-85.9228
USA,38.3667,-89.1833
USA,41.0314,-89.4403
USA,41.9603,-88.4228
USA,37.2686,-89.1647
USA,40.8142,-85.1547
USA,38.8672,-87.3083
USA,38.3683,-78.2503
USA,40.2833,-87.2500
USA,30.4333,-88.4333
USA,40.8500,-80.6167
USA,37.8994,-86.7072
USA,39.0500,-89.8000
USA,41.0183,-89.8353
USA,39.0311,-86.9369
USA,40.5406,-86.5233
USA,40.7928,-87.7556
USA,41.5667,-87.5000
USA,39.7344,-86.5361
USA,39.2106,-85.8883
USA,37.8833,-88.6833
USA,38.1167,-89.7167
USA,28.0836,-97.0464
USA,37.6692,-77.8819
USA,40.0839,-88.2403
USA,40.4536,-88.5364
USA,32.3161,-89.7994
USA,40.7764,-90.0203
USA,40.2839,-87.1964
USA,40.7333,-85.1667
USA,38.0033,-89.6503
USA,38.8700,-87.0917
USA,39.3933,-81.2192
USA,41.7333,-84.9500
USA,40.4356,-85.2892
USA,27.9000,-98.0500
USA,42.3492,-87.8828
USA,40.0208,-90.6475
USA,38.6333,-86.0333
USA,41.1736,-85.0672
USA,38.7339,-77.4925
USA,40.8483,-84.9300
USA,39.8000,-89.6500
USA,39.6667,-85.6667
USA,40.1147,-88.2233
USA,41.3667,-85.0333
USA,41.6500,-88.4500
USA,32.7692,-89.1303
USA,40.4667,-85.3667
USA,38.7000,-77.4333
USA,40.2872,-85.8453
USA,42.3606,-87.8186
USA,38.9364,-88.0228
USA,39.5833,-82.2500
USA,39.8431,-89.5472
USA,39.8361,-89.6250
USA,40.0833,-88.2167
USA,39.6500,-85.1833
USA,41.0817,-85.1147
USA,29.5189,-95.2417
USA,38.5167,-87.5167
USA,41.8136,-89.0239
USA,41.3333,-85.0500
USA,41.6211,-88.4356
USA,38.0303,-87.2736
USA,32.7333,-89.1833
USA,38.7833,-77.5000
USA,38.5933,-86.6114
USA,39.4897,-87.5461
USA,39.6833,-89.9500
USA,39.9614,-86.0586
USA,40.7983,-89.1947
USA,39.5333,-86.6333
USA,40.1167,-88.2333
USA,38.2667,-86.9500
USA,41.7000,-82.8167
USA,38.6453,-88.9461
USA,38.2181,-86.1178
USA,38.7833,-85.8333
USA,42.1833,-90.0500
USA,38.1000,-87.2000
USA,29.1097,-95.4619
USA,38.8500,-77.3500
USA,30.5217,-89.7083
USA,38.3500,-88.5833
USA,38.5000,-87.5333
USA,41.3242,-88.9858
USA,40.8833,-85.5000
USA,40.6667,-88.1833
USA,41.8167,-87.7500
USA,38.2789,-86.4683
USA,39.7000,-86.4667
USA,41.0833,-85.1667
USA,41.3525,-85.2961
USA,39.2969,-85.2186
USA,40.8500,-80.9833
USA,40.5350,-87.4530
USA,40.5667,-86.1667
USA,40.1397,-87.4067
USA,40.2272,-90.8994
USA,30.6522,-89.6522
USA,41.7322,-88.8653
USA,41.2600,-87.1997
USA,40.6150,-86.6661
USA,40.8556,-85.4981
USA,29.6222,-95.6564
USA,39.0061,-87.7769
USA,36.8500,-81.5167
USA,41.0500,-87.4500
USA,38.8500,-86.5000
USA,41.3414,-85.1292
USA,41.1000,-85.1167
USA,41.6500,-85.4333
USA,39.3853,-87.0400
USA,38.4167,-82.5000
USA,38.3856,-86.9406
USA,39.8200,-85.3242
USA,42.3997,-89.9903
USA,40.4667,-84.8500
USA,32.8864,-89.9775
USA,40.1167,-87.4500
USA,39.8439,-87.1875
USA,39.8800,-86.0514
USA,41.9500,-89.1667
USA,41.3367,-85.1197
USA,26.5258,-98.0633
USA,41.6475,-85.4122
USA,38.3667,-86.0667
USA,38.0000,-86.0000
USA,36.8167,-81.5167
USA,39.1667,-87.3000
USA,40.6833,-83.5667
USA,41.2083,-87.2175
USA,40.6167,-87.3167
USA,38.6750,-85.6033
